I,R,P,O,D
Edifier MP80 Portable Bluetooth Speakers 4.5 W Bluetooth  Speaker,3.4,₹699,"₹1,990",64% off,https://www.flipkart.com/edifier-mp80-portable-bluetooth-speakers-4-5-w-speaker/p/itma06aab99f846b?pid=ACCFPYKFSBAQCTKB&lid=LSTACCFPYKFSBAQCTKBYHJ74R&marketplace=FLIPKART&srno=b_4_147&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFPYKFSBAQCTKB.SEARCH&ssid=rsd39up9ps0000001609474507275
Helokuki Rea_lme Narzo 10 A / 10 / 6 Pro / 6 Wired Headset,4,₹289,₹999,71% off,https://www.flipkart.com/helokuki-rea-lme-narzo-10-6-pro-wired-headset/p/itm46215f1008921?pid=ACCFU9GJMMBUQ8Y9&lid=LSTACCFU9GJMMBUQ8Y9EI28ZF&marketplace=FLIPKART&srno=b_4_148&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFU9GJMMBUQ8Y9.SEARCH&ssid=rsd39up9ps0000001609474507275
CRICSHOW Gt-112 powerful Bluetooth Speaker Portable Outdoor Rechargeable Wireless Speakers 10 W Bluetooth  Speaker,3.7,₹489,₹999,51% off,https://www.flipkart.com/cricshow-gt-112-powerful-bluetooth-speaker-portable-outdoor-rechargeable-wireless-speakers-10-w/p/itm4f9fa1b6edac9?pid=ACCFVZ7C4UKDH3GE&lid=LSTACCFVZ7C4UKDH3GEOTYK2T&marketplace=FLIPKART&srno=b_4_149&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFVZ7C4UKDH3GE.SEARCH&ssid=rsd39up9ps0000001609474507275
Yooo Shopi Original High Quality all Smartphones Earphone with Mic Wired Headset,3.7,₹279,₹999,72% off,https://www.flipkart.com/yooo-shopi-original-high-quality-all-smartphones-earphone-mic-wired-headset/p/itm131ad6433e4b8?pid=ACCFUZ99F8R9QJVY&lid=LSTACCFUZ99F8R9QJVYUPGX0L&marketplace=FLIPKART&srno=b_5_161&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFUZ99F8R9QJVY.SEARCH&ssid=ii32xqxp6o0000001609474513148
obin WS-887 5 W Bluetooth  Speaker,4.2,₹319,"₹1,499",78% off,https://www.flipkart.com/obin-ws-887-5-w-bluetooth-speaker/p/itm0000a0e393d7a?pid=ACCFBSBWRWJPZX4Y&lid=LSTACCFBSBWRWJPZX4YVERQGW&marketplace=FLIPKART&srno=b_5_162&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFBSBWRWJPZX4Y.SEARCH&ssid=ii32xqxp6o0000001609474513148
ShutterBugs KD20 Bluetooth Headphone Bluetooth Headset,3.3,₹699,"₹1,949",64% off,https://www.flipkart.com/shutterbugs-kd20-bluetooth-headphone-headset/p/itm2ad8d308844fc?pid=ACCFHPQBQUZGWRW7&lid=LSTACCFHPQBQUZGWRW7VYGB6B&marketplace=FLIPKART&srno=b_5_163&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFHPQBQUZGWRW7.SEARCH&ssid=ii32xqxp6o0000001609474513148
Olbon SPne 4 W Bluetooth  Speaker,3.8,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_5_164&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_y6619%2F1jiBXtbc%2F%2BAqacV1dRpH3Vem6Lhaa4gUxUbyafecLuO%2B8PGvtL6sp2qCkKpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=ii32xqxp6o0000001609474513148
CRICSHOW Perfect Bluetooth Headset White Bluetooth Headset,3.5,₹249,₹999,75% off,https://www.flipkart.com/cricshow-perfect-bluetooth-headset-white/p/itm73cefbdf7bbd5?pid=ACCFUMX6VQ9NQASV&lid=LSTACCFUMX6VQ9NQASVZXUQRV&marketplace=FLIPKART&srno=b_5_165&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFUMX6VQ9NQASV.SEARCH&ssid=ii32xqxp6o0000001609474513148
Deparq la51 Wired Headset,4.3,₹299,₹999,70% off,https://www.flipkart.com/deparq-la51-wired-headset/p/itma9377254b9e73?pid=ACCFW56XDP4BEZ4P&lid=LSTACCFW56XDP4BEZ4PVJODRM&marketplace=FLIPKART&srno=b_5_166&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFW56XDP4BEZ4P.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki Earphone Wired Headset,3.2,₹448,₹999,55% off,https://www.flipkart.com/helokuki-earphone-wired-headset/p/itmb2dff1fd8d5f7?pid=ACCFT7H9GZRBJHS5&lid=LSTACCFT7H9GZRBJHS5TXNN4C&marketplace=FLIPKART&srno=b_5_167&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFT7H9GZRBJHS5.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki F11 roA9Rno2 Wired Headset,3.8,₹279,₹999,72% off,https://www.flipkart.com/helokuki-f11-roa9rno2-wired-headset/p/itm0ac6362713dd2?pid=ACCFRHU2QBN6FZCJ&lid=LSTACCFRHU2QBN6FZCJDXBFS8&marketplace=FLIPKART&srno=b_5_168&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFRHU2QBN6FZCJ.SEARCH&ssid=ii32xqxp6o0000001609474513148
QOR9 TRUEWINGS Bluetooth Headset,3.9,"₹1,799","₹2,999",40% off,https://www.flipkart.com/qor9-truewings-bluetooth-headset/p/itm369623a9ef5fb?pid=ACCFVF6Y8CQCR4GD&lid=LSTACCFVF6Y8CQCR4GDEMFTKD&marketplace=FLIPKART&srno=b_5_169&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFVF6Y8CQCR4GD.SEARCH&ssid=ii32xqxp6o0000001609474513148
QOR9 WAVEBASS Bluetooth Headset,3.4,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_5_170&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_y6619%2F1jiBXtbc%2F%2BAqacV1dRpH3Vem6Lhaa4gUxUbyZbPx%2BoHZTCBaTw8iW6A6iZ%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=ii32xqxp6o0000001609474513148
Helokuki wireless earphone Wired Headset,3.8,₹298,₹999,70% off,https://www.flipkart.com/helokuki-wireless-earphone-wired-headset/p/itmb991a0c3837e2?pid=ACCFSS3TY2SEJN9G&lid=LSTACCFSS3TY2SEJN9G0CDP4W&marketplace=FLIPKART&srno=b_5_171&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFSS3TY2SEJN9G.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki Powerfull Extra bass Vvo Wired Headset,3.9,₹298,₹999,70% off,https://www.flipkart.com/helokuki-powerfull-extra-bass-vvo-wired-headset/p/itm572ac8a01788a?pid=ACCFPG7AQQAS9JDY&lid=LSTACCFPG7AQQAS9JDYBRKWZF&marketplace=FLIPKART&srno=b_5_172&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFPG7AQQAS9JDY.SEARCH&ssid=ii32xqxp6o0000001609474513148
Deparq vi V1 S PO / Z1 / Z1x / S1 / Y11 / Y12 Wired Headset,3.4,₹299,₹999,70% off,https://www.flipkart.com/deparq-vi-v1-s-po-z1-z1x-s1-y11-y12-wired-headset/p/itm868d365af55e1?pid=ACCFW79GEZB4HBEA&lid=LSTACCFW79GEZB4HBEAT870IS&marketplace=FLIPKART&srno=b_5_173&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFW79GEZB4HBEA.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki XE680 Earphone Wired Headset,3.8,₹298,₹999,70% off,https://www.flipkart.com/helokuki-xe680-earphone-wired-headset/p/itmfb89e752382e9?pid=ACCFPG3RSTVTZWWF&lid=LSTACCFPG3RSTVTZWWFRFOY39&marketplace=FLIPKART&srno=b_5_174&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFPG3RSTVTZWWF.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki 111a2 Wired Headset,4.2,₹278,₹999,72% off,https://www.flipkart.com/helokuki-111a2-wired-headset/p/itm813fa109e3aa8?pid=ACCFSV9FBBYZZG24&lid=LSTACCFSV9FBBYZZG24TKYIBN&marketplace=FLIPKART&srno=b_5_175&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFSV9FBBYZZG24.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki wired earphone 01 Wired Headset,3.4,₹278,₹999,72% off,https://www.flipkart.com/helokuki-wired-earphone-01-headset/p/itma3f1e47a457ab?pid=ACCFSV6PGXCJJQNF&lid=LSTACCFSV6PGXCJJQNFG8F5AI&marketplace=FLIPKART&srno=b_5_176&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFSV6PGXCJJQNF.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki R3 Pro/ Re/ Ro 2Z / Re 2F Wired Headset,3.1,₹298,₹999,70% off,https://www.flipkart.com/helokuki-r3-pro-re-ro-2z-re-2f-wired-headset/p/itm95895fc9f1782?pid=ACCFSYAHZAAGJBHU&lid=LSTACCFSYAHZAAGJBHUYKS7VT&marketplace=FLIPKART&srno=b_5_177&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFSYAHZAAGJBHU.SEARCH&ssid=ii32xqxp6o0000001609474513148
Helokuki A_10 Headphone Wired Headset,3.4,₹399,₹999,60% off,https://www.flipkart.com/helokuki-a-10-headphone-wired-headset/p/itmd4ee8bddd3d23?pid=ACCFUFHAGHTBUE5B&lid=LSTACCFUFHAGHTBUE5BRSDWAF&marketplace=FLIPKART&srno=b_5_178&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=204a1a30-689a-43c9-bd8c-42b98d367c95.ACCFUFHAGHTBUE5B.SEARCH&ssid=ii32xqxp6o0000001609474513148
Envent Musique BT ET-SP41128 Multimedia 20 W Portable Bluetooth Home Theatre,3.5,"₹1,999","₹3,499",42% off,https://www.flipkart.com/envent-musique-bt-et-sp41128-multimedia-20-w-portable-bluetooth-home-theatre/p/itm2f9805287a3f6?pid=ACCES5EYCHZYAMHS&lid=LSTACCES5EYCHZYAMHSHX9Z2Z&marketplace=FLIPKART&srno=b_7_241&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCES5EYCHZYAMHS.SEARCH&ssid=39nlzn4sj40000001609474534535
AVG Technology F2 6 W Bluetooth  Speaker,3.6,₹399,"₹2,499",84% off,https://www.flipkart.com/avg-technology-f2-6-w-bluetooth-speaker/p/itmf1b80538819b8?pid=ACCF5BGMQ9GHZGHS&lid=LSTACCF5BGMQ9GHZGHSMMAKIM&marketplace=FLIPKART&srno=b_7_242&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCF5BGMQ9GHZGHS.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics ZEB-KNIGHT Bluetooth  Speaker,4.2,"₹1,222","₹1,599",23% off,https://www.flipkart.com/zebronics-zeb-knight-bluetooth-speaker/p/itm324950aa18ccd?pid=ACCF2REHYM5UZGKJ&lid=LSTACCF2REHYM5UZGKJCOVCU6&marketplace=FLIPKART&srno=b_7_243&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCF2REHYM5UZGKJ.SEARCH&ssid=39nlzn4sj40000001609474534535
Olbon SPne 4 W Bluetooth  Speaker,4.2,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_7_244&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_zBJ8vFFZEwlGi%2F4QUSWfzFGsd1FmVzY1xAp5HLNu%2Bzm6RkgldQhB949pZ%2FY9SG%2BJpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=39nlzn4sj40000001609474534535
Deparq Y30 / Y20 / V19 / Y20i / Z1x / S1 Pro Wired Headset,3.7,₹289,₹999,71% off,https://www.flipkart.com/deparq-y30-y20-v19-y20i-z1x-s1-pro-wired-headset/p/itm9d834cc4a2580?pid=ACCFW9K6SPCKCW8E&lid=LSTACCFW9K6SPCKCW8EOYG1SB&marketplace=FLIPKART&srno=b_7_245&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFW9K6SPCKCW8E.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics ATOM Wireless 3 W Bluetooth  Speaker,3.6,"₹1,389","₹1,699",18% off,https://www.flipkart.com/zebronics-atom-wireless-3-w-bluetooth-speaker/p/itme4b65e1f6a931?pid=ACCF9X6DFNUGVRHZ&lid=LSTACCF9X6DFNUGVRHZIX4LEW&marketplace=FLIPKART&srno=b_7_246&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCF9X6DFNUGVRHZ.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics Pine Bluetooth Headset,2.7,₹776,₹999,22% off,https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm8150bb48e2abd?pid=ACCEZENNFBMHZUT2&lid=LSTACCEZENNFBMHZUT221RNVF&marketplace=FLIPKART&srno=b_7_247&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCEZENNFBMHZUT2.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics Flex Bluetooth Headset,3.8,₹777,₹999,22% off,https://www.flipkart.com/zebronics-flex-bluetooth-headset/p/itm30a54b7a846b8?pid=ACCFAYYUGCUH4GK2&lid=LSTACCFAYYUGCUH4GK2TNY0KB&marketplace=FLIPKART&srno=b_7_248&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFAYYUGCUH4GK2.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics Elegance Wired Headphone With Mic Wired Headset,3.8,₹690,₹999,30% off,https://www.flipkart.com/zebronics-elegance-wired-headphone-mic-headset/p/itmcf1845f4c1569?pid=ACCFDXQYCXQ7GKHH&lid=LSTACCFDXQYCXQ7GKHHWYA4RE&marketplace=FLIPKART&srno=b_7_249&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFDXQYCXQ7GKHH.SEARCH&ssid=39nlzn4sj40000001609474534535
QOR9 WAVEBASS Bluetooth Headset,4,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_7_250&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_zBJ8vFFZEwlGi%2F4QUSWfzFGsd1FmVzY1xAp5HLNu%2BzlK1XfQ9SZJLC19CSdivboG%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=39nlzn4sj40000001609474534535
QOR9 w2 Bluetooth Headset,3.6,"₹1,499","₹3,999",62% off,https://www.flipkart.com/qor9-w2-bluetooth-headset/p/itm23a0d3d5c5084?pid=ACCFZHGDKBFW2STA&lid=LSTACCFZHGDKBFW2STAG8BPAC&marketplace=FLIPKART&srno=b_7_251&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFZHGDKBFW2STA.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics ZEB-EM940 Wired Headset,3.3,₹199,₹399,50% off,https://www.flipkart.com/zebronics-zeb-em940-wired-headset/p/itm4402bea459ffc?pid=ACCFFXN6XNHEJ4WG&lid=LSTACCFFXN6XNHEJ4WGIP8ETD&marketplace=FLIPKART&srno=b_7_252&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFFXN6XNHEJ4WG.SEARCH&ssid=39nlzn4sj40000001609474534535
Blaupunkt EH01 Extra Bass Wired Headset,3.8,₹799,"₹1,699",52% off,https://www.flipkart.com/blaupunkt-eh01-extra-bass-wired-headset/p/itme1ff546fd79e9?pid=ACCFCSGRTESEZAZY&lid=LSTACCFCSGRTESEZAZYWYKBPY&marketplace=FLIPKART&srno=b_7_253&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFCSGRTESEZAZY.SEARCH&ssid=39nlzn4sj40000001609474534535
Tiitan W-X5 Bluetooth Headset,4,₹990,"₹2,999",66% off,https://www.flipkart.com/tiitan-w-x5-bluetooth-headset/p/itmb5ae0be9ad1d0?pid=ACCFPJF2FU9HEJNN&lid=LSTACCFPJF2FU9HEJNNPCLEZB&marketplace=FLIPKART&srno=b_7_254&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFPJF2FU9HEJNN.SEARCH&ssid=39nlzn4sj40000001609474534535
Helokuki HK YELLOW Wired Headset,3.7,₹278,₹999,72% off,https://www.flipkart.com/helokuki-hk-yellow-wired-headset/p/itm517fc28773dec?pid=ACCFPJ4DBE7GYC5Y&lid=LSTACCFPJ4DBE7GYC5YLEOWNJ&marketplace=FLIPKART&srno=b_7_255&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFPJ4DBE7GYC5Y.SEARCH&ssid=39nlzn4sj40000001609474534535
ShutterBugs XB750 Bluetooth Headphone (Black+Red) Bluetooth Headset,4.4,₹799,"₹1,999",60% off,https://www.flipkart.com/shutterbugs-xb750-bluetooth-headphone-black-red-headset/p/itm0e53787fae127?pid=ACCFHDCFXZ6BJVTY&lid=LSTACCFHDCFXZ6BJVTY1DEKA6&marketplace=FLIPKART&srno=b_7_256&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFHDCFXZ6BJVTY.SEARCH&ssid=39nlzn4sj40000001609474534535
Zebronics Icon Bluetooth Headset,3.7,₹729,"₹1,099",33% off,https://www.flipkart.com/zebronics-icon-bluetooth-headset/p/itme1f51d3713f52?pid=ACCF3NNMEBQ4DTQF&lid=LSTACCF3NNMEBQ4DTQFKPK8VS&marketplace=FLIPKART&srno=b_7_257&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCF3NNMEBQ4DTQF.SEARCH&ssid=39nlzn4sj40000001609474534535
ShutterBugs XB750 Bluetooth Headphone (Black) Bluetooth Headset,3.5,₹699,"₹1,999",65% off,https://www.flipkart.com/shutterbugs-xb750-bluetooth-headphone-black-headset/p/itm5629e5bc4faea?pid=ACCFHC8EJCUJNZAB&lid=LSTACCFHC8EJCUJNZABMOGXZH&marketplace=FLIPKART&srno=b_7_258&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFHC8EJCUJNZAB.SEARCH&ssid=39nlzn4sj40000001609474534535
iFiX Chrome Elite Stereo Wired Headset,4,₹399,₹699,42% off,https://www.flipkart.com/ifix-chrome-elite-stereo-wired-headset/p/itm3b1621df747f9?pid=ACCFZYGMJ4DR6UXZ&lid=LSTACCFZYGMJ4DR6UXZJB4W8J&marketplace=FLIPKART&srno=b_7_259&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFZYGMJ4DR6UXZ.SEARCH&ssid=39nlzn4sj40000001609474534535
ShutterBugs KD26 Bluetooth Headphone Bluetooth Headset,3.8,₹599,"₹2,199",72% off,https://www.flipkart.com/shutterbugs-kd26-bluetooth-headphone-headset/p/itmb8d0360327bd5?pid=ACCFHPMMMP7JYPF3&lid=LSTACCFHPMMMP7JYPF3LBI5OF&marketplace=FLIPKART&srno=b_7_260&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFHPMMMP7JYPF3.SEARCH&ssid=39nlzn4sj40000001609474534535
ShutterBugs KD 20 Bluetooth Headphone Bluetooth Headset,3.4,₹699,"₹1,949",64% off,https://www.flipkart.com/shutterbugs-kd-20-bluetooth-headphone-headset/p/itmb2696c1877b20?pid=ACCFHK85FJXEJNFD&lid=LSTACCFHK85FJXEJNFD3WYQWX&marketplace=FLIPKART&srno=b_7_261&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=7afb48f6-143e-4f4f-ab26-afceeb01c318.ACCFHK85FJXEJNFD.SEARCH&ssid=39nlzn4sj40000001609474534535
"CRICSHOW o ,,U20,r4pro,.i with stereo sound Wired Headset",3.7,₹349,₹999,65% off,https://www.flipkart.com/cricshow-o-u20-r4pro-i-stereo-sound-wired-headset/p/itmef6d0f8994a14?pid=ACCFW9A9SDKZZGTQ&lid=LSTACCFW9A9SDKZZGTQIPLT40&marketplace=FLIPKART&srno=b_8_281&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFW9A9SDKZZGTQ.SEARCH&ssid=l9r50c2n3k0000001609474539013
