I,R,P,O,D
Zebronics Happy Head Bluetooth Headset,3.4,"₹1,145",1,42% off,https://www.flipkart.com/zebronics-happy-head-bluetooth-headset/p/itm5b1db9a277161?pid=ACCEBEPAKPCCZ5YY&lid=LSTACCEBEPAKPCCZ5YYHUTN1I&marketplace=FLIPKART&srno=b_3_89&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCEBEPAKPCCZ5YY.SEARCH&ssid=1iih2t3um80000001609495483976
QOR9 WAVEBASS Bluetooth Headset,3.8,"₹1,899",2,36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_3_90&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_GaoRMtu5mS9Po%2FYjEpYTsKKldz%2BF9cdicekS1oFSso1EXygMPFRLnAnG5QFBLKf1%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=1iih2t3um80000001609495483976
Blaupunkt BT-01 3 W Portable Bluetooth  Speaker,4,"₹1,199",2,52% off,https://www.flipkart.com/blaupunkt-bt-01-3-w-portable-bluetooth-speaker/p/itm7b152277e2fe0?pid=ACCEVUFCJJT2EZWA&lid=LSTACCEVUFCJJT2EZWAJQGKBA&marketplace=FLIPKART&srno=b_3_91&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCEVUFCJJT2EZWA.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics AIR ONE Bluetooth Headset without Mic,4,₹860,9,13% off,https://www.flipkart.com/zebronics-air-one-bluetooth-headset-without-mic/p/itm560ad06447e01?pid=ACCESURBJTJYEHJD&lid=LSTACCESURBJTJYEHJDRUTNKB&marketplace=FLIPKART&srno=b_3_92&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCESURBJTJYEHJD.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-JOY BT EARPHONE Bluetooth Headset,3.7,"₹1,399",9,14% off,https://www.flipkart.com/zebronics-zeb-joy-bt-earphone-bluetooth-headset/p/itm0bc1beeb2a428?pid=ACCFJ3F9BGAGPZH3&lid=LSTACCFJ3F9BGAGPZH3ZFHB4G&marketplace=FLIPKART&srno=b_3_93&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFJ3F9BGAGPZH3.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics Pine Bluetooth Headset,3.5,₹855,4,63% off,https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm62d2b3c36b9e7?pid=ACCEZEZFPPH92HCY&lid=LSTACCEZEZFPPH92HCYHT2DSV&marketplace=FLIPKART&srno=b_3_94&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCEZEZFPPH92HCY.SEARCH&ssid=1iih2t3um80000001609495483976
Tiitan DY50 10 W Bluetooth Laptop/Desktop Speaker,3.8,"₹1,690",2,36% off,https://www.flipkart.com/tiitan-dy50-10-w-bluetooth-laptop-desktop-speaker/p/itm3e7d5ba676994?pid=ACCFG2WAG3RRZF8Y&lid=LSTACCFG2WAG3RRZF8YCDNOKC&marketplace=FLIPKART&srno=b_3_95&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFG2WAG3RRZF8Y.SEARCH&ssid=1iih2t3um80000001609495483976
QOR9 WAVEBASS Bluetooth Headset,5,"₹1,899",1,69% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itm02dd7dca9c53b?pid=ACCFVF6Y2RRRUM49&lid=LSTACCFVF6Y2RRRUM49ZK6JJN&marketplace=FLIPKART&srno=b_3_96&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFVF6Y2RRRUM49.SEARCH&ssid=1iih2t3um80000001609495483976
Barwa BW304 Bluetooth Headphone Bluetooth Headset,3.4,₹399,3,9% off,https://www.flipkart.com/barwa-bw304-bluetooth-headphone-headset/p/itm87b55c7dc470f?pid=ACCF4PFCZAVEV3RY&lid=LSTACCF4PFCZAVEV3RYWUSWCN&marketplace=FLIPKART&srno=b_3_97&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF4PFCZAVEV3RY.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-BH515 Bluetooth Headset,4.2,₹349,3,69% off,https://www.flipkart.com/zebronics-zeb-bh515-bluetooth-headset/p/itm03f87aec48af4?pid=ACCF2ZCFW4PYJWXQ&lid=LSTACCF2ZCFW4PYJWXQI2RBIT&marketplace=FLIPKART&srno=b_3_98&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF2ZCFW4PYJWXQ.SEARCH&ssid=1iih2t3um80000001609495483976
Tiitan TY52 10 W Bluetooth  Speaker,3.6,"₹1,210",1,25% off,https://www.flipkart.com/tiitan-ty52-10-w-bluetooth-speaker/p/itm42ee57e4a4850?pid=ACCFG2WAHQ3WGMZA&lid=LSTACCFG2WAHQ3WGMZAH7QRMF&marketplace=FLIPKART&srno=b_3_99&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFG2WAHQ3WGMZA.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-FAITH Bluetooth Headset,4.2,₹890,9,50% off,https://www.flipkart.com/zebronics-zeb-faith-bluetooth-headset/p/itma771d9b2a773c?pid=ACCF2F8Z72YZDM7Q&lid=LSTACCF2F8Z72YZDM7QAP7SIJ&marketplace=FLIPKART&srno=b_3_100&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF2F8Z72YZDM7Q.SEARCH&ssid=1iih2t3um80000001609495483976
Envent Beatz 307 Wired Headset,3.2,₹499,4,61% off,https://www.flipkart.com/envent-beatz-307-wired-headset/p/itmabb02641f8718?pid=ACCFDKAY7TMUWSVK&lid=LSTACCFDKAY7TMUWSVK5CPXMI&marketplace=FLIPKART&srno=b_3_101&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFDKAY7TMUWSVK.SEARCH&ssid=1iih2t3um80000001609495483976
Edifier R101PF Bluetooth Home Theatre,3.8,"₹1,701",4,70% off,https://www.flipkart.com/edifier-r101pf-bluetooth-home-theatre/p/itm3a84c9a2e3183?pid=HTHF2Q4F7THEXSJA&lid=LSTHTHF2Q4F7THEXSJA2JM5AR&marketplace=FLIPKART&srno=b_3_102&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.HTHF2Q4F7THEXSJA.SEARCH&ssid=1iih2t3um80000001609495483976
ShutterBugs DX-700 Universal Earphones with Mic Wired Headset,3.7,₹149,9,33% off,https://www.flipkart.com/shutterbugs-dx-700-universal-earphones-mic-wired-headset/p/itm69c8dce717d1b?pid=ACCFF3PNZUPZUXGC&lid=LSTACCFF3PNZUPZUXGCDBAQ49&marketplace=FLIPKART&srno=b_3_103&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFF3PNZUPZUXGC.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-ELEGANCE Wired Headset,4.3,₹669,8,26% off,https://www.flipkart.com/zebronics-zeb-elegance-wired-headset/p/itmdb6337e5688df?pid=ACCFDCDSKEJNBTNH&lid=LSTACCFDCDSKEJNBTNHQXEAUE&marketplace=FLIPKART&srno=b_3_104&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFDCDSKEJNBTNH.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-PASSION 3 W Bluetooth  Speaker,3.3,₹663,8,67% off,https://www.flipkart.com/zebronics-zeb-passion-3-w-bluetooth-speaker/p/itm5438aee91a1d2?pid=ACCFF9Z4EWZT3VAZ&lid=LSTACCFF9Z4EWZT3VAZVITGNX&marketplace=FLIPKART&srno=b_3_105&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFF9Z4EWZT3VAZ.SEARCH&ssid=1iih2t3um80000001609495483976
Edifier H210 Wired Headset,3.4,₹296,8,39% off,https://www.flipkart.com/edifier-h210-wired-headset/p/itm9012a8520214f?pid=ACCFEGCKUHMXDDSN&lid=LSTACCFEGCKUHMXDDSNLPWKTX&marketplace=FLIPKART&srno=b_3_106&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFEGCKUHMXDDSN.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics aura Bluetooth Headset,4,₹513,6,55% off,https://www.flipkart.com/zebronics-aura-bluetooth-headset/p/itmf889d2549124e?pid=ACCF5XNURXZ4PRNG&lid=LSTACCF5XNURXZ4PRNGSBSJUO&marketplace=FLIPKART&srno=b_3_107&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF5XNURXZ4PRNG.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-BH515 WITH MUSIC Bluetooth Headset,3.4,₹308,1,20% off,https://www.flipkart.com/zebronics-zeb-bh515-music-bluetooth-headset/p/itmb60dfc7313001?pid=ACCF4AYAZFTNFFUH&lid=LSTACCF4AYAZFTNFFUHPA1DBW&marketplace=FLIPKART&srno=b_3_108&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF4AYAZFTNFFUH.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-SPLASH Bluetooth  Speaker,3.5,"₹1,599",1,17% off,https://www.flipkart.com/zebronics-zeb-splash-bluetooth-speaker/p/itm701700c7ec3c9?pid=ACCF9X6WRCNYGDNY&lid=LSTACCF9X6WRCNYGDNYS7ZLKP&marketplace=FLIPKART&srno=b_3_109&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF9X6WRCNYGDNY.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-STYLE WIRELESS BT EARPHONE(GREEN) Bluetooth Headset,3.7,"₹1,149",1,40% off,https://www.flipkart.com/zebronics-zeb-style-wireless-bt-earphone-green-bluetooth-headset/p/itm7132ccddafcef?pid=ACCFF9KDSY8PUHJK&lid=LSTACCFF9KDSY8PUHJKSNDWPN&marketplace=FLIPKART&srno=b_3_110&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFF9KDSY8PUHJK.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-SMARTPLUS Bluetooth Headset,3.7,"₹1,199",8,16% off,https://www.flipkart.com/zebronics-zeb-smartplus-bluetooth-headset/p/itmd2c13f0c648fa?pid=ACCFEKP8R5HUNHFS&lid=LSTACCFEKP8R5HUNHFSFB1TN6&marketplace=FLIPKART&srno=b_3_111&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFEKP8R5HUNHFS.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-AURA Bluetooth Headset,3.5,₹705,5,28% off,https://www.flipkart.com/zebronics-zeb-aura-bluetooth-headset/p/itm6bd1b25080483?pid=ACCFYEUCZF9ZUXFY&lid=LSTACCFYEUCZF9ZUXFYXY6ZKT&marketplace=FLIPKART&srno=b_3_112&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFYEUCZF9ZUXFY.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-BH560-GOLD Bluetooth Headset,3.4,₹375,1,43% off,https://www.flipkart.com/zebronics-zeb-bh560-gold-bluetooth-headset/p/itm01d1ef164c1d4?pid=ACCF3JH68CN3ZAGX&lid=LSTACCF3JH68CN3ZAGX3N5FML&marketplace=FLIPKART&srno=b_3_113&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF3JH68CN3ZAGX.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics Smart Plus Bluetooth Headphone With Mic Bluetooth Headset,3.9,"₹1,139",1,17% off,https://www.flipkart.com/zebronics-smart-plus-bluetooth-headphone-mic-headset/p/itma17690cb59a15?pid=ACCFDXRY2GAMZACY&lid=LSTACCFDXRY2GAMZACYHKR3HV&marketplace=FLIPKART&srno=b_3_114&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFDXRY2GAMZACY.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-STYLE BT EARPHONE Bluetooth Headset,3,"₹1,149",1,32% off,https://www.flipkart.com/zebronics-zeb-style-bt-earphone-bluetooth-headset/p/itme33b8c780440a?pid=ACCFED9PQWKMPGYR&lid=LSTACCFED9PQWKMPGYRT3DAUJ&marketplace=FLIPKART&srno=b_3_115&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFED9PQWKMPGYR.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-JOURNEY Bluetooth Headset,3.9,₹938,2,48% off,https://www.flipkart.com/zebronics-zeb-journey-bluetooth-headset/p/itma3af615921457?pid=ACCFBHFDFHHHDGTB&lid=LSTACCFBHFDFHHHDGTBU18I8F&marketplace=FLIPKART&srno=b_3_116&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFBHFDFHHHDGTB.SEARCH&ssid=1iih2t3um80000001609495483976
Blaupunkt SP-200 10 W Laptop/Desktop Speaker,3.9,"₹1,299",1,33% off,https://www.flipkart.com/blaupunkt-sp-200-10-w-laptop-desktop-speaker/p/itmbd056611665af?pid=ACCFBHJGBVSGKDXK&lid=LSTACCFBHJGBVSGKDXKT1VY3J&marketplace=FLIPKART&srno=b_3_117&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFBHJGBVSGKDXK.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics ZEB-JOURNEY Bluetooth Headset,3.8,₹937,8,27% off,https://www.flipkart.com/zebronics-zeb-journey-bluetooth-headset/p/itme209a6adbd242?pid=ACCFBB6HMYAXGVUM&lid=LSTACCFBB6HMYAXGVUMPMBLCY&marketplace=FLIPKART&srno=b_3_118&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFBB6HMYAXGVUM.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics Delight Grey 3 W Bluetooth  Speaker,(27),₹649,1,24% off,https://www.flipkart.com/zebronics-delight-grey-3-w-bluetooth-speaker/p/itmbe2ce4e3c8d72?pid=ACCFDXG9RYHZVUHC&lid=LSTACCFDXG9RYHZVUHCWZBRGY&marketplace=FLIPKART&srno=b_3_119&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFDXG9RYHZVUHC.SEARCH&ssid=1iih2t3um80000001609495483976
QOR9 TRENDER Y1 Bluetooth Headset,3.7,"₹1,299",1,35% off,https://www.flipkart.com/qor9-trender-y1-bluetooth-headset/p/itmb357c3446103f?pid=ACCFSPY8XYPVEAXW&lid=LSTACCFSPY8XYPVEAXWVYKBAL&marketplace=FLIPKART&srno=b_4_121&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFSPY8XYPVEAXW.SEARCH&ssid=9fiwiylhk00000001609495493478
Chappie Moustache Redmi Note 8 Pro/ Note8/ 8 Wired Headset,3.5,₹299,9,70% off,https://www.flipkart.com/chappie-moustache-redmi-note-8-pro-note8-wired-headset/p/itme5481db4b62c7?pid=ACCFMWW5HCJZRMGH&lid=LSTACCFMWW5HCJZRMGHNUFWPL&marketplace=FLIPKART&srno=b_4_122&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFMWW5HCJZRMGH.SEARCH&ssid=9fiwiylhk00000001609495493478
HELOKUKI Re Wired Headset,4.2,₹299,9,70% off,https://www.flipkart.com/helokuki-re-wired-headset/p/itm7a08a3168044b?pid=ACCFUF439CGDQFZP&lid=LSTACCFUF439CGDQFZPVPB0EX&marketplace=FLIPKART&srno=b_4_123&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFUF439CGDQFZP.SEARCH&ssid=9fiwiylhk00000001609495493478
Olbon SPne 4 W Bluetooth  Speaker,3.7,₹373,1,73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_4_124&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_MMYmAJhKItvsHoDqbBYwvxCWhLEqFkgF203613xrmPkpg302kbl3n7GIKDCb8vTEpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=9fiwiylhk00000001609495493478
HELOKUKI V_ivo V20 SE / V20 / Y20 / U20 / Wired Headset,3.3,₹289,9,71% off,https://www.flipkart.com/helokuki-v-ivo-v20-se-y20-u20-wired-headset/p/itmbec58cf9a4f87?pid=ACCFXCMCQ2FRWJER&lid=LSTACCFXCMCQ2FRWJERNYTM5H&marketplace=FLIPKART&srno=b_4_125&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFXCMCQ2FRWJER.SEARCH&ssid=9fiwiylhk00000001609495493478
obin WS-887 5 W Bluetooth  Speaker,3.2,₹319,1,78% off,https://www.flipkart.com/obin-ws-887-5-w-bluetooth-speaker/p/itmafac2cc8e43ee?pid=ACCFBSBWJG6VZ9GT&lid=LSTACCFBSBWJG6VZ9GTUW8VXC&marketplace=FLIPKART&srno=b_4_126&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFBSBWJG6VZ9GT.SEARCH&ssid=9fiwiylhk00000001609495493478
Tiitan TW-X5 Bluetooth Headset,3.5,"₹1,490",2,50% off,https://www.flipkart.com/tiitan-tw-x5-bluetooth-headset/p/itmf59f082437dc2?pid=ACCFPJEH2PG5TSZE&lid=LSTACCFPJEH2PG5TSZEHHSCJT&marketplace=FLIPKART&srno=b_4_127&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPJEH2PG5TSZE.SEARCH&ssid=9fiwiylhk00000001609495493478
HELOKUKI R_ed_mi Note 9 Pro / Note 9 / Note 8 / Note 8 Pro / 8 / 8A / Wired Headset,3.8,₹299,9,70% off,https://www.flipkart.com/helokuki-r-ed-mi-note-9-pro-8-8a-wired-headset/p/itm0b6643606de94?pid=ACCFTZ7HKWQT6T4V&lid=LSTACCFTZ7HKWQT6T4VFKJVDN&marketplace=FLIPKART&srno=b_4_128&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFTZ7HKWQT6T4V.SEARCH&ssid=9fiwiylhk00000001609495493478
"CRICSHOW 2 Pack ,vi.vo,U20,reno4pro,.i with stereo sound Wired Headset",4.3,₹289,9,71% off,https://www.flipkart.com/cricshow-2-pack-vi-vo-u20-reno4pro-i-stereo-sound-wired-headset/p/itm5b4288caf174f?pid=ACCFVRTWTQMYMTQK&lid=LSTACCFVRTWTQMYMTQK08KVTH&marketplace=FLIPKART&srno=b_4_129&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFVRTWTQMYMTQK.SEARCH&ssid=9fiwiylhk00000001609495493478
QOR9 WAVEBASS Bluetooth Headset,2.8,"₹1,899",2,36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_4_130&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_MMYmAJhKItvsHoDqbBYwvxCWhLEqFkgF203613xrmPk1cSldaDu99VyXDZ1dWJ8D%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=9fiwiylhk00000001609495493478
Obin SP-32 Premium 5 W Bluetooth  Speaker,3.4,₹447,1,70% off,https://www.flipkart.com/obin-sp-32-premium-5-w-bluetooth-speaker/p/itm8949af96bb824?pid=ACCFMHK2GWHRRKS4&lid=LSTACCFMHK2GWHRRKS4NAU9GM&marketplace=FLIPKART&srno=b_4_131&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFMHK2GWHRRKS4.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Re_alme Narzo 10 A / X2 /X2 Pro / XT / X /3i Wired Headset,2.7,₹279,9,72% off,https://www.flipkart.com/helokuki-re-alme-narzo-10-x2-x2-pro-xt-x-3i-wired-headset/p/itm9689de0ec961c?pid=ACCFT9GZYTS7JEGU&lid=LSTACCFT9GZYTS7JEGUXW1SEH&marketplace=FLIPKART&srno=b_4_132&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFT9GZYTS7JEGU.SEARCH&ssid=9fiwiylhk00000001609495493478
