I,R,P,O,D
Zebronics ZEB-ELEGANCE Wired Headset,4.3,₹669,₹899,26% off,https://www.flipkart.com/zebronics-zeb-elegance-wired-headset/p/itmdb6337e5688df?pid=ACCFDCDSKEJNBTNH&lid=LSTACCFDCDSKEJNBTNHQXEAUE&marketplace=FLIPKART&srno=b_3_104&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFDCDSKEJNBTNH.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-PASSION 3 W Bluetooth  Speaker,3.3,₹663,₹899,67% off,https://www.flipkart.com/zebronics-zeb-passion-3-w-bluetooth-speaker/p/itm5438aee91a1d2?pid=ACCFF9Z4EWZT3VAZ&lid=LSTACCFF9Z4EWZT3VAZVITGNX&marketplace=FLIPKART&srno=b_3_105&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFF9Z4EWZT3VAZ.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Edifier H210 Wired Headset,4,₹296,₹849,39% off,https://www.flipkart.com/edifier-h210-wired-headset/p/itm9012a8520214f?pid=ACCFEGCKUHMXDDSN&lid=LSTACCFEGCKUHMXDDSNLPWKTX&marketplace=FLIPKART&srno=b_3_106&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFEGCKUHMXDDSN.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics aura Bluetooth Headset,3.4,₹513,"₹1,999",20% off,https://www.flipkart.com/zebronics-aura-bluetooth-headset/p/itmf889d2549124e?pid=ACCF5XNURXZ4PRNG&lid=LSTACCF5XNURXZ4PRNGSBSJUO&marketplace=FLIPKART&srno=b_3_107&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF5XNURXZ4PRNG.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-SPLASH Bluetooth  Speaker,3.4,"₹1,599",₹699,55% off,https://www.flipkart.com/zebronics-zeb-splash-bluetooth-speaker/p/itm701700c7ec3c9?pid=ACCF9X6WRCNYGDNY&lid=LSTACCF9X6WRCNYGDNYS7ZLKP&marketplace=FLIPKART&srno=b_3_108&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF9X6WRCNYGDNY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-BH515 WITH MUSIC Bluetooth Headset,3.5,₹308,"₹1,399",17% off,https://www.flipkart.com/zebronics-zeb-bh515-music-bluetooth-headset/p/itmb60dfc7313001?pid=ACCF4AYAZFTNFFUH&lid=LSTACCF4AYAZFTNFFUHPA1DBW&marketplace=FLIPKART&srno=b_3_109&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF4AYAZFTNFFUH.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-STYLE WIRELESS BT EARPHONE(GREEN) Bluetooth Headset,3.7,"₹1,149","₹1,999",40% off,https://www.flipkart.com/zebronics-zeb-style-wireless-bt-earphone-green-bluetooth-headset/p/itm7132ccddafcef?pid=ACCFF9KDSY8PUHJK&lid=LSTACCFF9KDSY8PUHJKSNDWPN&marketplace=FLIPKART&srno=b_3_110&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFF9KDSY8PUHJK.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-SMARTPLUS Bluetooth Headset,3.9,"₹1,199",₹849,16% off,https://www.flipkart.com/zebronics-zeb-smartplus-bluetooth-headset/p/itmd2c13f0c648fa?pid=ACCFEKP8R5HUNHFS&lid=LSTACCFEKP8R5HUNHFSFB1TN6&marketplace=FLIPKART&srno=b_3_111&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFEKP8R5HUNHFS.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-AURA Bluetooth Headset,3.7,₹705,₹899,27% off,https://www.flipkart.com/zebronics-zeb-aura-bluetooth-headset/p/itm6bd1b25080483?pid=ACCFYEUCZF9ZUXFY&lid=LSTACCFYEUCZF9ZUXFYXY6ZKT&marketplace=FLIPKART&srno=b_3_112&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFYEUCZF9ZUXFY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics Delight Portable Wireless Bluetooth  Speaker,3.5,₹655,₹525,28% off,https://www.flipkart.com/zebronics-delight-portable-wireless-bluetooth-speaker/p/itmdad147c47ec74?pid=ACCF88ZZFXGRGJZ5&lid=LSTACCF88ZZFXGRGJZ5AT0AND&marketplace=FLIPKART&srno=b_3_113&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF88ZZFXGRGJZ5.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-BH560-GOLD Bluetooth Headset,3.4,₹375,"₹1,999",43% off,https://www.flipkart.com/zebronics-zeb-bh560-gold-bluetooth-headset/p/itm01d1ef164c1d4?pid=ACCF3JH68CN3ZAGX&lid=LSTACCF3JH68CN3ZAGX3N5FML&marketplace=FLIPKART&srno=b_3_114&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF3JH68CN3ZAGX.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics Smart Plus Bluetooth Headphone With Mic Bluetooth Headset,3.9,"₹1,139","₹1,399",17% off,https://www.flipkart.com/zebronics-smart-plus-bluetooth-headphone-mic-headset/p/itma17690cb59a15?pid=ACCFDXRY2GAMZACY&lid=LSTACCFDXRY2GAMZACYHKR3HV&marketplace=FLIPKART&srno=b_3_115&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFDXRY2GAMZACY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-STYLE BT EARPHONE Bluetooth Headset,3,"₹1,149","₹1,399",32% off,https://www.flipkart.com/zebronics-zeb-style-bt-earphone-bluetooth-headset/p/itme33b8c780440a?pid=ACCFED9PQWKMPGYR&lid=LSTACCFED9PQWKMPGYRT3DAUJ&marketplace=FLIPKART&srno=b_3_116&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFED9PQWKMPGYR.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-JOURNEY Bluetooth Headset,3.9,₹938,"₹2,499",48% off,https://www.flipkart.com/zebronics-zeb-journey-bluetooth-headset/p/itma3af615921457?pid=ACCFBHFDFHHHDGTB&lid=LSTACCFBHFDFHHHDGTBU18I8F&marketplace=FLIPKART&srno=b_3_117&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFBHFDFHHHDGTB.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Blaupunkt SP-200 10 W Laptop/Desktop Speaker,3.9,"₹1,299","₹1,399",33% off,https://www.flipkart.com/blaupunkt-sp-200-10-w-laptop-desktop-speaker/p/itmbd056611665af?pid=ACCFBHJGBVSGKDXK&lid=LSTACCFBHJGBVSGKDXKT1VY3J&marketplace=FLIPKART&srno=b_3_118&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFBHJGBVSGKDXK.SEARCH&ssid=6y1ddvdsnk0000001609485827606
QOR9 TRENDER Y1 Bluetooth Headset,3.7,"₹1,299","₹1,999",35% off,https://www.flipkart.com/qor9-trender-y1-bluetooth-headset/p/itmb357c3446103f?pid=ACCFSPY8XYPVEAXW&lid=LSTACCFSPY8XYPVEAXWVYKBAL&marketplace=FLIPKART&srno=b_4_121&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFSPY8XYPVEAXW.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Chappie Moustache Redmi Note 8 Pro/ Note8/ 8 Wired Headset,3.5,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-redmi-note-8-pro-note8-wired-headset/p/itme5481db4b62c7?pid=ACCFMWW5HCJZRMGH&lid=LSTACCFMWW5HCJZRMGHNUFWPL&marketplace=FLIPKART&srno=b_4_122&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFMWW5HCJZRMGH.SEARCH&ssid=q2r4pq6gfk0000001609485832693
HELOKUKI Re Wired Headset,4.2,₹299,₹999,70% off,https://www.flipkart.com/helokuki-re-wired-headset/p/itm7a08a3168044b?pid=ACCFUF439CGDQFZP&lid=LSTACCFUF439CGDQFZPVPB0EX&marketplace=FLIPKART&srno=b_4_123&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFUF439CGDQFZP.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Olbon SPne 4 W Bluetooth  Speaker,3.7,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_4_124&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_Irch%2FFOflqqloQQ10p9i253Rwr1JzfnrEH%2BVeCyDtbKIVLOgCY%2BzMf%2FjFfj3eua7pCTkhV96blXD18MVUO7AnA%3D%3D&ssid=q2r4pq6gfk0000001609485832693
HELOKUKI V_ivo V20 SE / V20 / Y20 / U20 / Wired Headset,3.3,₹289,₹999,71% off,https://www.flipkart.com/helokuki-v-ivo-v20-se-y20-u20-wired-headset/p/itmbec58cf9a4f87?pid=ACCFXCMCQ2FRWJER&lid=LSTACCFXCMCQ2FRWJERNYTM5H&marketplace=FLIPKART&srno=b_4_125&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFXCMCQ2FRWJER.SEARCH&ssid=q2r4pq6gfk0000001609485832693
obin WS-887 5 W Bluetooth  Speaker,3.2,₹319,"₹1,499",78% off,https://www.flipkart.com/obin-ws-887-5-w-bluetooth-speaker/p/itmafac2cc8e43ee?pid=ACCFBSBWJG6VZ9GT&lid=LSTACCFBSBWJG6VZ9GTUW8VXC&marketplace=FLIPKART&srno=b_4_126&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFBSBWJG6VZ9GT.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Tiitan TW-X5 Bluetooth Headset,3.5,"₹1,490","₹2,999",50% off,https://www.flipkart.com/tiitan-tw-x5-bluetooth-headset/p/itmf59f082437dc2?pid=ACCFPJEH2PG5TSZE&lid=LSTACCFPJEH2PG5TSZEHHSCJT&marketplace=FLIPKART&srno=b_4_127&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFPJEH2PG5TSZE.SEARCH&ssid=q2r4pq6gfk0000001609485832693
HELOKUKI R_ed_mi Note 9 Pro / Note 9 / Note 8 / Note 8 Pro / 8 / 8A / Wired Headset,3.8,₹299,₹999,70% off,https://www.flipkart.com/helokuki-r-ed-mi-note-9-pro-8-8a-wired-headset/p/itm0b6643606de94?pid=ACCFTZ7HKWQT6T4V&lid=LSTACCFTZ7HKWQT6T4VFKJVDN&marketplace=FLIPKART&srno=b_4_128&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFTZ7HKWQT6T4V.SEARCH&ssid=q2r4pq6gfk0000001609485832693
"CRICSHOW 2 Pack ,vi.vo,U20,reno4pro,.i with stereo sound Wired Headset",4.3,₹289,₹999,71% off,https://www.flipkart.com/cricshow-2-pack-vi-vo-u20-reno4pro-i-stereo-sound-wired-headset/p/itm5b4288caf174f?pid=ACCFVRTWTQMYMTQK&lid=LSTACCFVRTWTQMYMTQK08KVTH&marketplace=FLIPKART&srno=b_4_129&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFVRTWTQMYMTQK.SEARCH&ssid=q2r4pq6gfk0000001609485832693
QOR9 WAVEBASS Bluetooth Headset,2.8,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_4_130&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_Irch%2FFOflqqloQQ10p9i253Rwr1JzfnrEH%2BVeCyDtbIN8ZJyTGsv%2FhpiRlf%2F686b%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=q2r4pq6gfk0000001609485832693
Obin SP-32 Premium 5 W Bluetooth  Speaker,3.4,₹447,"₹1,499",70% off,https://www.flipkart.com/obin-sp-32-premium-5-w-bluetooth-speaker/p/itm8949af96bb824?pid=ACCFMHK2GWHRRKS4&lid=LSTACCFMHK2GWHRRKS4NAU9GM&marketplace=FLIPKART&srno=b_4_131&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFMHK2GWHRRKS4.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Helokuki Re_alme Narzo 10 A / X2 /X2 Pro / XT / X /3i Wired Headset,2.7,₹279,₹999,72% off,https://www.flipkart.com/helokuki-re-alme-narzo-10-x2-x2-pro-xt-x-3i-wired-headset/p/itm9689de0ec961c?pid=ACCFT9GZYTS7JEGU&lid=LSTACCFT9GZYTS7JEGUXW1SEH&marketplace=FLIPKART&srno=b_4_132&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFT9GZYTS7JEGU.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Chappie Moustache Vivo V9/ V11Pro Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-vivo-v9-v11pro-wired-headset/p/itm60dacb6b062c9?pid=ACCFMHZEKTNJF6HS&lid=LSTACCFMHZEKTNJF6HSNMKAGT&marketplace=FLIPKART&srno=b_4_133&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFMHZEKTNJF6HS.SEARCH&ssid=q2r4pq6gfk0000001609485832693
AR SON ENTERPRISE A006 20 W Bluetooth  Speaker,3.1,₹749,"₹1,999",62% off,https://www.flipkart.com/ar-son-enterprise-a006-20-w-bluetooth-speaker/p/itm7bbc035670190?pid=ACCFXMRHUKHXJRVZ&lid=LSTACCFXMRHUKHXJRVZ9P4ATM&marketplace=FLIPKART&srno=b_4_134&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFXMRHUKHXJRVZ.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Helokuki Rea_lme Narzo 10 A / 10 / 6 Pro / 6 Wired Headset,4.7,₹289,₹999,71% off,https://www.flipkart.com/helokuki-rea-lme-narzo-10-6-pro-wired-headset/p/itm46215f1008921?pid=ACCFU9GJMMBUQ8Y9&lid=LSTACCFU9GJMMBUQ8Y9EI28ZF&marketplace=FLIPKART&srno=b_4_135&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFU9GJMMBUQ8Y9.SEARCH&ssid=q2r4pq6gfk0000001609485832693
AR SON ENTERPRISE I 7S Bluetooth Headset,3.8,₹449,"₹1,299",65% off,https://www.flipkart.com/ar-son-enterprise-7s-bluetooth-headset/p/itm706631d6ab626?pid=ACCFVZZWEH6FYGF5&lid=LSTACCFVZZWEH6FYGF5EPYKEE&marketplace=FLIPKART&srno=b_4_136&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFVZZWEH6FYGF5.SEARCH&ssid=q2r4pq6gfk0000001609485832693
CRICSHOW ViVOS Stylish Earphones like earpods Wired Headset,3.4,₹249,₹599,58% off,https://www.flipkart.com/cricshow-vivos-stylish-earphones-like-earpods-wired-headset/p/itmc5578bab9f588?pid=ACCFW64C7JCYKKJ8&lid=LSTACCFW64C7JCYKKJ8GCM8PB&marketplace=FLIPKART&srno=b_4_137&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFW64C7JCYKKJ8.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Helokuki Oppo R15/F7/A3/A39/A3s/R17/K1/A7/F11 Wired Headset,3.4,₹298,₹999,70% off,https://www.flipkart.com/helokuki-oppo-r15-f7-a3-a39-a3s-r17-k1-a7-f11-wired-headset/p/itm737e46bc3f869?pid=ACCFPDWT9VP4A89Y&lid=LSTACCFPDWT9VP4A89Y6SVOLG&marketplace=FLIPKART&srno=b_4_138&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFPDWT9VP4A89Y.SEARCH&ssid=q2r4pq6gfk0000001609485832693
AR SON ENTERPRISE CL-671 10 W Bluetooth  Speaker,3.5,₹450,"₹1,499",69% off,https://www.flipkart.com/ar-son-enterprise-cl-671-10-w-bluetooth-speaker/p/itm56a38d1902d63?pid=ACCFWN6GV6ANZMY2&lid=LSTACCFWN6GV6ANZMY2E04HYE&marketplace=FLIPKART&srno=b_4_139&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFWN6GV6ANZMY2.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Helokuki Extra bass Opo R15x/A7/A5s/Reno/A9/K3/Reno Z Wired Headset,4.3,₹298,₹999,70% off,https://www.flipkart.com/helokuki-extra-bass-opo-r15x-a7-a5s-reno-a9-k3-reno-z-wired-headset/p/itm5bace8f2c9268?pid=ACCFPFUCDUSGTGUN&lid=LSTACCFPFUCDUSGTGUNKJ765J&marketplace=FLIPKART&srno=b_4_140&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFPFUCDUSGTGUN.SEARCH&ssid=q2r4pq6gfk0000001609485832693
RENMAX Bluetooth Music Bulb LED 5 W Bluetooth  Speaker,3.7,₹549,₹999,45% off,https://www.flipkart.com/renmax-bluetooth-music-bulb-led-5-w-speaker/p/itmc51042d00ec15?pid=ACCFTGUDSF82NHYM&lid=LSTACCFTGUDSF82NHYMXJSCLG&marketplace=FLIPKART&srno=b_4_141&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFTGUDSF82NHYM.SEARCH&ssid=q2r4pq6gfk0000001609485832693
AR SON ENTERPRISE TG-162 20 W Bluetooth  Speaker,3.7,₹440,"₹1,499",70% off,https://www.flipkart.com/ar-son-enterprise-tg-162-20-w-bluetooth-speaker/p/itm5988f29459e56?pid=ACCFWNU8RYARM4SH&lid=LSTACCFWNU8RYARM4SHCTET2J&marketplace=FLIPKART&srno=b_4_142&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFWNU8RYARM4SH.SEARCH&ssid=q2r4pq6gfk0000001609485832693
"Yooo Shopi Original High Quality all Smartphones, Earphone with Mic Wired Headset",3.3,₹279,₹999,72% off,https://www.flipkart.com/yooo-shopi-original-high-quality-all-smartphones-earphone-mic-wired-headset/p/itmac93efa14d7f1?pid=ACCFUZ9YQ8FDUKEN&lid=LSTACCFUZ9YQ8FDUKENXEH0AB&marketplace=FLIPKART&srno=b_4_143&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ebd36eaa-75f6-40ce-90cf-16df39345a96.ACCFUZ9YQ8FDUKEN.SEARCH&ssid=q2r4pq6gfk0000001609485832693
Helokuki wired earphone 01 Wired Headset,4.2,₹278,₹999,72% off,https://www.flipkart.com/helokuki-wired-earphone-01-headset/p/itma3f1e47a457ab?pid=ACCFSV6PGXCJJQNF&lid=LSTACCFSV6PGXCJJQNFG8F5AI&marketplace=FLIPKART&srno=b_5_161&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFSV6PGXCJJQNF.SEARCH&ssid=hozkx743tc0000001609485839503
Helokuki R3 Pro/ Re/ Ro 2Z / Re 2F Wired Headset,3.8,₹298,₹999,70% off,https://www.flipkart.com/helokuki-r3-pro-re-ro-2z-re-2f-wired-headset/p/itm95895fc9f1782?pid=ACCFSYAHZAAGJBHU&lid=LSTACCFSYAHZAAGJBHUYKS7VT&marketplace=FLIPKART&srno=b_5_162&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFSYAHZAAGJBHU.SEARCH&ssid=hozkx743tc0000001609485839503
Helokuki A_10 Headphone Wired Headset,3.5,₹399,₹999,60% off,https://www.flipkart.com/helokuki-a-10-headphone-wired-headset/p/itmd4ee8bddd3d23?pid=ACCFUFHAGHTBUE5B&lid=LSTACCFUFHAGHTBUE5BRSDWAF&marketplace=FLIPKART&srno=b_5_163&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFUFHAGHTBUE5B.SEARCH&ssid=hozkx743tc0000001609485839503
Olbon SPne 4 W Bluetooth  Speaker,3.7,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_5_164&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_5h46wr1jrLDS5ZZNLWKS5wM3g%2BkElXuRYx4iHneuXlZh7PAKAFCE1sJ0F6Q7%2B39epCTkhV96blXD18MVUO7AnA%3D%3D&ssid=hozkx743tc0000001609485839503
